outcome_id,student_id,completed_program,completion_year,time_to_completion,employed_within_6mo,salary_range,pathway_achieved
OUT0028318,STU028318,True,2019.0,3.7,False,$60K-$100K,False
OUT0028319,STU028319,True,2021.0,4.93,True,$60K-$100K,True
OUT0028320,STU028320,True,2019.0,2.91,True,>$100K,True
OUT0028321,STU028321,True,2025.0,3.66,False,$30K-$60K,False
OUT0028322,STU028322,True,2020.0,5.24,False,$30K-$60K,False
OUT0028323,STU028323,False,,,True,$30K-$60K,False
OUT0028324,STU028324,True,2023.0,3.91,True,<$30K,True
OUT0028325,STU028325,False,,,False,<$30K,False
OUT0028326,STU028326,False,,,True,<$30K,False
OUT0028327,STU028327,True,2019.0,4.78,True,<$30K,True
OUT0028328,STU028328,True,2022.0,3.74,False,$60K-$100K,False
OUT0028329,STU028329,True,2022.0,4.22,True,$30K-$60K,True
OUT0028330,STU028330,True,2019.0,1.64,True,$30K-$60K,True
OUT0028331,STU028331,False,,,False,<$30K,False
OUT0028332,STU028332,True,2026.0,4.42,False,$60K-$100K,False
OUT0028333,STU028333,False,,,True,<$30K,False
OUT0028334,STU028334,False,,,False,<$30K,False
OUT0028335,STU028335,True,2019.0,1.96,True,$60K-$100K,True
OUT0028336,STU028336,False,,,False,<$30K,False
OUT0028337,STU028337,True,2023.0,4.48,True,<$30K,True
OUT0028338,STU028338,False,,,True,<$30K,False
OUT0028339,STU028339,True,2026.0,1.88,True,$30K-$60K,True
OUT0028340,STU028340,False,,,False,<$30K,False
OUT0028341,STU028341,False,,,False,<$30K,False
OUT0028342,STU028342,True,2028.0,3.63,True,$60K-$100K,True
OUT0028343,STU028343,True,2025.0,2.98,False,$60K-$100K,False
OUT0028344,STU028344,True,2023.0,4.5,True,$30K-$60K,True
OUT0028345,STU028345,False,,,True,$30K-$60K,False
OUT0028346,STU028346,False,,,True,<$30K,False
OUT0028347,STU028347,False,,,True,<$30K,False
OUT0028348,STU028348,True,2023.0,4.79,True,$30K-$60K,True
OUT0028349,STU028349,True,2023.0,5.2,True,$30K-$60K,True
OUT0028350,STU028350,True,2023.0,1.52,False,$30K-$60K,False
OUT0028351,STU028351,False,,,False,$30K-$60K,False
OUT0028352,STU028352,False,,,True,$30K-$60K,False
OUT0028353,STU028353,True,2022.0,2.02,True,>$100K,True
OUT0028354,STU028354,False,,,False,<$30K,False
OUT0028355,STU028355,False,,,False,$30K-$60K,False
OUT0028356,STU028356,False,,,False,$30K-$60K,False
OUT0028357,STU028357,False,,,False,$30K-$60K,False
OUT0028358,STU028358,True,2023.0,1.9,False,$60K-$100K,False
OUT0028359,STU028359,False,,,False,$30K-$60K,False
OUT0028360,STU028360,True,2024.0,2.28,True,$60K-$100K,True
OUT0028361,STU028361,True,2020.0,4.44,True,$30K-$60K,True
OUT0028362,STU028362,False,,,True,<$30K,False
OUT0028363,STU028363,True,2020.0,1.57,True,>$100K,True
OUT0028364,STU028364,True,2023.0,2.7,True,>$100K,True
OUT0028365,STU028365,True,2021.0,2.22,True,<$30K,True
OUT0028366,STU028366,False,,,True,$30K-$60K,False
OUT0028367,STU028367,True,2018.0,3.34,True,$60K-$100K,True
OUT0028368,STU028368,True,2021.0,4.79,True,$60K-$100K,True
OUT0028369,STU028369,True,2024.0,4.15,False,<$30K,False
OUT0028370,STU028370,True,2020.0,4.63,True,$30K-$60K,True
OUT0028371,STU028371,False,,,False,<$30K,False
OUT0028372,STU028372,False,,,False,<$30K,False
OUT0028373,STU028373,False,,,False,<$30K,False
OUT0028374,STU028374,True,2018.0,4.17,True,$60K-$100K,True
OUT0028375,STU028375,False,,,False,$30K-$60K,False
OUT0028376,STU028376,False,,,False,<$30K,False
OUT0028377,STU028377,True,2025.0,2.69,True,<$30K,True
OUT0028378,STU028378,True,2023.0,3.57,True,>$100K,True
OUT0028379,STU028379,True,2028.0,3.59,False,$30K-$60K,False
OUT0028380,STU028380,True,2024.0,3.56,False,$30K-$60K,False
OUT0028381,STU028381,True,2023.0,3.17,True,$60K-$100K,True
OUT0028382,STU028382,True,2022.0,4.08,False,$60K-$100K,False
OUT0028383,STU028383,True,2025.0,2.73,False,$60K-$100K,False
OUT0028384,STU028384,False,,,False,<$30K,False
OUT0028385,STU028385,True,2021.0,3.25,True,$60K-$100K,True
OUT0028386,STU028386,True,2019.0,4.17,False,$60K-$100K,False
OUT0028387,STU028387,True,2022.0,1.95,False,$60K-$100K,False
OUT0028388,STU028388,True,2024.0,3.06,True,$30K-$60K,True
OUT0028389,STU028389,False,,,False,<$30K,False
OUT0028390,STU028390,False,,,False,$30K-$60K,False
OUT0028391,STU028391,True,2025.0,4.12,False,>$100K,False
OUT0028392,STU028392,False,,,False,<$30K,False
OUT0028393,STU028393,True,2022.0,4.37,True,$30K-$60K,True
OUT0028394,STU028394,False,,,False,<$30K,False
OUT0028395,STU028395,True,2023.0,4.42,True,<$30K,True
OUT0028396,STU028396,False,,,False,<$30K,False
OUT0028397,STU028397,True,2019.0,4.68,True,$60K-$100K,True
OUT0028398,STU028398,True,2022.0,4.09,True,$30K-$60K,True
OUT0028399,STU028399,False,,,False,$30K-$60K,False
OUT0028400,STU028400,False,,,True,<$30K,False
OUT0028401,STU028401,False,,,True,<$30K,False
OUT0028402,STU028402,True,2024.0,3.24,False,$30K-$60K,False
OUT0028403,STU028403,True,2024.0,2.18,False,>$100K,False
OUT0028404,STU028404,True,2024.0,3.29,True,$60K-$100K,True
OUT0028405,STU028405,True,2020.0,3.1,True,$60K-$100K,True
OUT0028406,STU028406,True,2020.0,3.1,False,<$30K,False
OUT0028407,STU028407,False,,,False,$30K-$60K,False
OUT0028408,STU028408,False,,,False,<$30K,False
OUT0028409,STU028409,True,2022.0,3.33,True,$60K-$100K,True
OUT0028410,STU028410,True,2020.0,5.27,True,<$30K,True
OUT0028411,STU028411,False,,,False,<$30K,False
OUT0028412,STU028412,True,2025.0,5.48,True,$60K-$100K,True
OUT0028413,STU028413,True,2023.0,4.97,False,$60K-$100K,False
OUT0028414,STU028414,True,2024.0,3.31,False,$30K-$60K,False
OUT0028415,STU028415,False,,,False,<$30K,False
OUT0028416,STU028416,True,2024.0,3.75,False,$30K-$60K,False
OUT0028417,STU028417,False,,,False,<$30K,False
OUT0028418,STU028418,True,2022.0,2.01,False,$60K-$100K,False
OUT0028419,STU028419,True,2020.0,2.41,False,$30K-$60K,False
OUT0028420,STU028420,True,2020.0,4.09,True,>$100K,True
OUT0028421,STU028421,False,,,False,<$30K,False
OUT0028422,STU028422,True,2025.0,2.25,True,$60K-$100K,True
OUT0028423,STU028423,False,,,False,$30K-$60K,False
OUT0028424,STU028424,True,2022.0,4.99,True,$30K-$60K,True
OUT0028425,STU028425,True,2021.0,4.14,True,$60K-$100K,True
OUT0028426,STU028426,True,2022.0,1.77,True,$60K-$100K,True
OUT0028427,STU028427,True,2021.0,1.68,True,$30K-$60K,True
OUT0028428,STU028428,False,,,True,<$30K,False
OUT0028429,STU028429,False,,,False,$30K-$60K,False
OUT0028430,STU028430,True,2019.0,2.84,True,$60K-$100K,True
OUT0028431,STU028431,False,,,False,<$30K,False
OUT0028432,STU028432,True,2027.0,4.47,True,<$30K,True
OUT0028433,STU028433,True,2019.0,3.33,False,$60K-$100K,False
OUT0028434,STU028434,True,2022.0,4.79,False,$30K-$60K,False
OUT0028435,STU028435,False,,,False,<$30K,False
OUT0028436,STU028436,False,,,True,<$30K,False
OUT0028437,STU028437,True,2023.0,5.38,False,$30K-$60K,False
OUT0028438,STU028438,True,2022.0,4.44,True,<$30K,True
OUT0028439,STU028439,False,,,False,<$30K,False
OUT0028440,STU028440,True,2025.0,1.69,True,$30K-$60K,True
OUT0028441,STU028441,True,2023.0,2.1,False,$30K-$60K,False
OUT0028442,STU028442,False,,,True,<$30K,False
OUT0028443,STU028443,True,2022.0,2.97,True,<$30K,True
OUT0028444,STU028444,True,2022.0,2.97,True,>$100K,True
OUT0028445,STU028445,True,2020.0,4.36,False,>$100K,False
OUT0028446,STU028446,True,2023.0,4.64,False,$60K-$100K,False
OUT0028447,STU028447,False,,,False,<$30K,False
OUT0028448,STU028448,True,2023.0,2.85,True,$30K-$60K,True
OUT0028449,STU028449,False,,,False,$30K-$60K,False
OUT0028450,STU028450,True,2022.0,1.61,True,>$100K,True
OUT0028451,STU028451,True,2024.0,4.97,True,$30K-$60K,True
OUT0028452,STU028452,True,2020.0,3.74,False,>$100K,False
OUT0028453,STU028453,False,,,True,$30K-$60K,False
OUT0028454,STU028454,True,2021.0,3.83,True,$60K-$100K,True
OUT0028455,STU028455,False,,,False,<$30K,False
OUT0028456,STU028456,False,,,True,$30K-$60K,False
OUT0028457,STU028457,True,2025.0,1.95,True,<$30K,True
OUT0028458,STU028458,True,2018.0,2.69,False,$30K-$60K,False
OUT0028459,STU028459,False,,,True,<$30K,False
OUT0028460,STU028460,False,,,False,<$30K,False
OUT0028461,STU028461,False,,,True,<$30K,False
OUT0028462,STU028462,True,2020.0,5.43,True,$60K-$100K,True
OUT0028463,STU028463,False,,,True,<$30K,False
OUT0028464,STU028464,True,2020.0,5.38,True,$60K-$100K,True
OUT0028465,STU028465,True,2023.0,2.2,True,$30K-$60K,True
OUT0028466,STU028466,False,,,True,<$30K,False
OUT0028467,STU028467,False,,,True,<$30K,False
OUT0028468,STU028468,True,2023.0,3.07,True,<$30K,True
OUT0028469,STU028469,True,2021.0,3.88,True,$30K-$60K,True
OUT0028470,STU028470,True,2021.0,1.58,True,$30K-$60K,True
OUT0028471,STU028471,True,2023.0,4.0,False,$30K-$60K,False
OUT0028472,STU028472,True,2026.0,4.05,False,$60K-$100K,False
OUT0028473,STU028473,True,2021.0,3.21,True,$60K-$100K,True
OUT0028474,STU028474,False,,,False,<$30K,False
OUT0028475,STU028475,True,2022.0,1.96,False,<$30K,False
OUT0028476,STU028476,True,2021.0,5.31,True,$60K-$100K,True
OUT0028477,STU028477,True,2020.0,1.86,True,$60K-$100K,True
OUT0028478,STU028478,True,2020.0,1.82,False,$60K-$100K,False
OUT0028479,STU028479,False,,,False,<$30K,False
OUT0028480,STU028480,True,2021.0,5.17,True,$30K-$60K,True
OUT0028481,STU028481,False,,,True,<$30K,False
OUT0028482,STU028482,False,,,False,<$30K,False
OUT0028483,STU028483,False,,,False,<$30K,False
OUT0028484,STU028484,False,,,False,<$30K,False
OUT0028485,STU028485,True,2019.0,5.05,True,>$100K,True
OUT0028486,STU028486,True,2018.0,4.57,True,$30K-$60K,True
OUT0028487,STU028487,False,,,False,$30K-$60K,False
OUT0028488,STU028488,True,2022.0,4.41,False,$60K-$100K,False
OUT0028489,STU028489,False,,,True,<$30K,False
OUT0028490,STU028490,True,2020.0,3.43,True,$30K-$60K,True
OUT0028491,STU028491,True,2022.0,4.81,True,$60K-$100K,True
OUT0028492,STU028492,True,2026.0,2.5,True,>$100K,True
OUT0028493,STU028493,False,,,False,<$30K,False
OUT0028494,STU028494,False,,,False,$30K-$60K,False
OUT0028495,STU028495,True,2020.0,1.98,True,$60K-$100K,True
OUT0028496,STU028496,False,,,False,<$30K,False
OUT0028497,STU028497,True,2024.0,3.07,True,<$30K,True
OUT0028498,STU028498,False,,,False,<$30K,False
OUT0028499,STU028499,False,,,True,<$30K,False
OUT0028500,STU028500,False,,,False,<$30K,False
OUT0028501,STU028501,True,2023.0,4.52,False,$60K-$100K,False
OUT0028502,STU028502,False,,,True,$30K-$60K,False
OUT0028503,STU028503,False,,,False,<$30K,False
OUT0028504,STU028504,True,2025.0,4.48,False,<$30K,False
OUT0028505,STU028505,False,,,False,<$30K,False
OUT0028506,STU028506,True,2021.0,4.62,True,$30K-$60K,True
OUT0028507,STU028507,False,,,False,<$30K,False
OUT0028508,STU028508,True,2024.0,5.09,True,$30K-$60K,True
OUT0028509,STU028509,True,2022.0,3.97,True,<$30K,True
OUT0028510,STU028510,False,,,False,<$30K,False
OUT0028511,STU028511,False,,,False,<$30K,False
OUT0028512,STU028512,False,,,False,<$30K,False
OUT0028513,STU028513,True,2023.0,3.22,True,$60K-$100K,True
OUT0028514,STU028514,True,2018.0,4.99,False,$30K-$60K,False
OUT0028515,STU028515,True,2028.0,3.03,True,<$30K,True
OUT0028516,STU028516,False,,,False,<$30K,False
OUT0028517,STU028517,False,,,False,<$30K,False
OUT0028518,STU028518,False,,,False,$30K-$60K,False
OUT0028519,STU028519,True,2028.0,2.27,False,$60K-$100K,False
OUT0028520,STU028520,True,2021.0,4.34,True,<$30K,True
OUT0028521,STU028521,False,,,False,<$30K,False
OUT0028522,STU028522,False,,,False,$30K-$60K,False
OUT0028523,STU028523,True,2023.0,3.76,False,$30K-$60K,False
OUT0028524,STU028524,True,2019.0,3.38,False,$60K-$100K,False
OUT0028525,STU028525,True,2020.0,5.02,True,>$100K,True
OUT0028526,STU028526,True,2024.0,2.54,True,$30K-$60K,True
OUT0028527,STU028527,True,2023.0,4.89,True,$30K-$60K,True
OUT0028528,STU028528,True,2019.0,2.38,False,<$30K,False
OUT0028529,STU028529,False,,,False,$30K-$60K,False
OUT0028530,STU028530,True,2020.0,2.36,False,$60K-$100K,False
OUT0028531,STU028531,False,,,False,<$30K,False
OUT0028532,STU028532,True,2023.0,2.69,False,<$30K,False
OUT0028533,STU028533,True,2025.0,5.12,True,$30K-$60K,True
OUT0028534,STU028534,False,,,False,<$30K,False
OUT0028535,STU028535,False,,,True,<$30K,False
OUT0028536,STU028536,False,,,False,<$30K,False
OUT0028537,STU028537,True,2022.0,5.3,False,$30K-$60K,False
OUT0028538,STU028538,True,2024.0,1.79,True,$60K-$100K,True
OUT0028539,STU028539,True,2021.0,2.99,True,$30K-$60K,True
OUT0028540,STU028540,True,2022.0,3.58,False,$60K-$100K,False
OUT0028541,STU028541,True,2021.0,3.5,False,$30K-$60K,False
OUT0028542,STU028542,True,2026.0,4.19,True,<$30K,True
OUT0028543,STU028543,False,,,True,$30K-$60K,False
OUT0028544,STU028544,False,,,False,$30K-$60K,False
OUT0028545,STU028545,False,,,True,$30K-$60K,False
OUT0028546,STU028546,True,2019.0,3.75,False,<$30K,False
OUT0028547,STU028547,True,2018.0,5.32,False,$60K-$100K,False
OUT0028548,STU028548,True,2021.0,5.43,False,$30K-$60K,False
OUT0028549,STU028549,True,2018.0,4.41,True,<$30K,True
OUT0028550,STU028550,True,2019.0,2.69,False,$30K-$60K,False
OUT0028551,STU028551,False,,,False,<$30K,False
OUT0028552,STU028552,True,2026.0,2.23,False,$30K-$60K,False
OUT0028553,STU028553,True,2024.0,2.91,True,$60K-$100K,True
OUT0028554,STU028554,False,,,True,<$30K,False
OUT0028555,STU028555,False,,,True,$30K-$60K,False
OUT0028556,STU028556,True,2024.0,3.36,False,<$30K,False
OUT0028557,STU028557,True,2019.0,1.92,True,<$30K,True
OUT0028558,STU028558,False,,,False,$30K-$60K,False
OUT0028559,STU028559,False,,,True,<$30K,False
OUT0028560,STU028560,True,2021.0,3.16,False,<$30K,False
OUT0028561,STU028561,False,,,False,$30K-$60K,False
OUT0028562,STU028562,True,2020.0,4.9,True,$30K-$60K,True
OUT0028563,STU028563,True,2021.0,4.59,False,$30K-$60K,False
OUT0028564,STU028564,True,2024.0,5.06,True,<$30K,True
OUT0028565,STU028565,True,2019.0,3.25,False,$30K-$60K,False
OUT0028566,STU028566,True,2022.0,3.94,False,$30K-$60K,False
OUT0028567,STU028567,True,2020.0,5.39,True,$60K-$100K,True
OUT0028568,STU028568,True,2019.0,5.38,False,<$30K,False
OUT0028569,STU028569,False,,,True,<$30K,False
OUT0028570,STU028570,True,2019.0,2.51,True,$60K-$100K,True
OUT0028571,STU028571,False,,,False,<$30K,False
OUT0028572,STU028572,False,,,True,$30K-$60K,False
OUT0028573,STU028573,True,2025.0,2.71,False,$30K-$60K,False
OUT0028574,STU028574,False,,,True,<$30K,False
OUT0028575,STU028575,False,,,False,<$30K,False
OUT0028576,STU028576,False,,,True,$30K-$60K,False
OUT0028577,STU028577,True,2022.0,1.56,False,<$30K,False
OUT0028578,STU028578,True,2021.0,5.18,True,$60K-$100K,True
OUT0028579,STU028579,False,,,False,<$30K,False
OUT0028580,STU028580,True,2025.0,1.56,True,$30K-$60K,True
OUT0028581,STU028581,True,2022.0,2.46,True,<$30K,True
OUT0028582,STU028582,False,,,False,<$30K,False
OUT0028583,STU028583,False,,,False,<$30K,False
OUT0028584,STU028584,False,,,False,<$30K,False
OUT0028585,STU028585,False,,,False,<$30K,False
OUT0028586,STU028586,False,,,False,<$30K,False
OUT0028587,STU028587,True,2019.0,1.51,False,$60K-$100K,False
OUT0028588,STU028588,True,2021.0,1.95,False,<$30K,False
OUT0028589,STU028589,False,,,False,<$30K,False
OUT0028590,STU028590,False,,,False,<$30K,False
OUT0028591,STU028591,True,2018.0,3.09,False,$60K-$100K,False
OUT0028592,STU028592,True,2020.0,2.1,True,$60K-$100K,True
OUT0028593,STU028593,False,,,False,<$30K,False
OUT0028594,STU028594,False,,,False,<$30K,False
OUT0028595,STU028595,True,2022.0,4.24,True,$30K-$60K,True
OUT0028596,STU028596,False,,,True,$30K-$60K,False
OUT0028597,STU028597,False,,,False,<$30K,False
OUT0028598,STU028598,False,,,True,<$30K,False
OUT0028599,STU028599,False,,,True,$30K-$60K,False
OUT0028600,STU028600,True,2026.0,5.46,True,<$30K,True
OUT0028601,STU028601,True,2023.0,4.5,True,$30K-$60K,True
OUT0028602,STU028602,True,2022.0,5.15,True,$60K-$100K,True
OUT0028603,STU028603,True,2025.0,3.56,False,$30K-$60K,False
OUT0028604,STU028604,False,,,False,$30K-$60K,False
OUT0028605,STU028605,True,2022.0,3.47,True,$30K-$60K,True
OUT0028606,STU028606,True,2023.0,3.47,False,$30K-$60K,False
OUT0028607,STU028607,True,2029.0,2.63,False,$30K-$60K,False
OUT0028608,STU028608,False,,,False,<$30K,False
OUT0028609,STU028609,True,2020.0,2.52,True,<$30K,True
OUT0028610,STU028610,True,2020.0,5.08,True,>$100K,True
OUT0028611,STU028611,False,,,False,<$30K,False
OUT0028612,STU028612,True,2019.0,4.53,True,$60K-$100K,True
OUT0028613,STU028613,True,2021.0,4.1,False,<$30K,False
OUT0028614,STU028614,False,,,False,<$30K,False
OUT0028615,STU028615,True,2025.0,3.38,True,$30K-$60K,True
OUT0028616,STU028616,True,2020.0,2.41,True,$30K-$60K,True
OUT0028617,STU028617,True,2019.0,3.07,True,$60K-$100K,True
OUT0028618,STU028618,False,,,False,<$30K,False
OUT0028619,STU028619,True,2027.0,1.89,True,$60K-$100K,True
OUT0028620,STU028620,True,2021.0,1.99,False,$30K-$60K,False
OUT0028621,STU028621,False,,,True,<$30K,False
OUT0028622,STU028622,False,,,True,<$30K,False
OUT0028623,STU028623,False,,,True,<$30K,False
OUT0028624,STU028624,True,2020.0,2.31,False,$30K-$60K,False
OUT0028625,STU028625,True,2020.0,2.47,True,>$100K,True
OUT0028626,STU028626,False,,,True,<$30K,False
OUT0028627,STU028627,False,,,False,<$30K,False
OUT0028628,STU028628,False,,,False,$30K-$60K,False
OUT0028629,STU028629,False,,,False,<$30K,False
OUT0028630,STU028630,True,2021.0,2.22,False,$60K-$100K,False
OUT0028631,STU028631,True,2019.0,3.09,True,$30K-$60K,True
OUT0028632,STU028632,False,,,False,<$30K,False
OUT0028633,STU028633,True,2021.0,3.92,True,$30K-$60K,True
OUT0028634,STU028634,True,2020.0,2.49,False,$60K-$100K,False
OUT0028635,STU028635,False,,,True,<$30K,False
OUT0028636,STU028636,True,2022.0,2.11,False,$60K-$100K,False
OUT0028637,STU028637,True,2019.0,3.1,True,>$100K,True
OUT0028638,STU028638,False,,,True,<$30K,False
OUT0028639,STU028639,False,,,True,<$30K,False
OUT0028640,STU028640,False,,,False,<$30K,False
OUT0028641,STU028641,True,2024.0,1.75,False,$30K-$60K,False
OUT0028642,STU028642,True,2023.0,4.38,True,$30K-$60K,True
OUT0028643,STU028643,False,,,True,<$30K,False
OUT0028644,STU028644,True,2019.0,2.69,True,$30K-$60K,True
OUT0028645,STU028645,True,2021.0,1.56,True,$60K-$100K,True
OUT0028646,STU028646,True,2021.0,3.69,False,>$100K,False
OUT0028647,STU028647,False,,,False,<$30K,False
OUT0028648,STU028648,True,2023.0,4.5,True,$30K-$60K,True
OUT0028649,STU028649,True,2023.0,4.88,False,$30K-$60K,False
OUT0028650,STU028650,False,,,False,<$30K,False
OUT0028651,STU028651,False,,,False,<$30K,False
OUT0028652,STU028652,True,2024.0,3.81,True,>$100K,True
OUT0028653,STU028653,True,2024.0,1.58,True,$30K-$60K,True
OUT0028654,STU028654,False,,,False,<$30K,False
OUT0028655,STU028655,False,,,True,<$30K,False
OUT0028656,STU028656,True,2024.0,3.99,True,$30K-$60K,True
OUT0028657,STU028657,True,2024.0,4.07,True,$60K-$100K,True
OUT0028658,STU028658,True,2022.0,5.45,False,$30K-$60K,False
OUT0028659,STU028659,False,,,False,<$30K,False
OUT0028660,STU028660,False,,,True,$30K-$60K,False
OUT0028661,STU028661,True,2018.0,2.68,False,$30K-$60K,False
OUT0028662,STU028662,False,,,True,<$30K,False
OUT0028663,STU028663,False,,,False,<$30K,False
OUT0028664,STU028664,False,,,True,$30K-$60K,False
OUT0028665,STU028665,True,2023.0,2.39,True,$30K-$60K,True
OUT0028666,STU028666,False,,,False,$30K-$60K,False
OUT0028667,STU028667,True,2023.0,4.32,True,$60K-$100K,True
OUT0028668,STU028668,True,2023.0,2.37,False,<$30K,False
OUT0028669,STU028669,False,,,False,<$30K,False
OUT0028670,STU028670,False,,,True,<$30K,False
OUT0028671,STU028671,True,2024.0,2.21,True,$30K-$60K,True
OUT0028672,STU028672,False,,,True,<$30K,False
OUT0028673,STU028673,True,2024.0,4.73,False,$60K-$100K,False
OUT0028674,STU028674,False,,,True,<$30K,False
OUT0028675,STU028675,True,2025.0,1.72,True,$30K-$60K,True
OUT0028676,STU028676,True,2019.0,4.03,True,$60K-$100K,True
OUT0028677,STU028677,True,2021.0,5.15,True,$60K-$100K,True
OUT0028678,STU028678,True,2019.0,5.47,False,$30K-$60K,False
OUT0028679,STU028679,True,2021.0,2.69,True,$60K-$100K,True
OUT0028680,STU028680,False,,,False,<$30K,False
OUT0028681,STU028681,True,2019.0,5.38,True,$30K-$60K,True
OUT0028682,STU028682,True,2023.0,4.52,True,$30K-$60K,True
OUT0028683,STU028683,True,2018.0,4.81,False,$30K-$60K,False
OUT0028684,STU028684,True,2024.0,4.51,True,$30K-$60K,True
OUT0028685,STU028685,True,2025.0,5.26,False,$60K-$100K,False
OUT0028686,STU028686,True,2022.0,4.8,True,$60K-$100K,True
OUT0028687,STU028687,True,2028.0,4.88,False,$60K-$100K,False
OUT0028688,STU028688,False,,,True,<$30K,False
OUT0028689,STU028689,True,2022.0,3.88,True,$60K-$100K,True
OUT0028690,STU028690,True,2024.0,5.1,False,$30K-$60K,False
OUT0028691,STU028691,True,2021.0,2.68,True,>$100K,True
OUT0028692,STU028692,False,,,False,$30K-$60K,False
OUT0028693,STU028693,False,,,True,<$30K,False
OUT0028694,STU028694,False,,,True,<$30K,False
OUT0028695,STU028695,True,2021.0,5.43,False,$30K-$60K,False
OUT0028696,STU028696,False,,,False,<$30K,False
OUT0028697,STU028697,True,2019.0,3.39,True,<$30K,True
OUT0028698,STU028698,True,2022.0,5.12,True,$60K-$100K,True
OUT0028699,STU028699,True,2022.0,5.42,True,$60K-$100K,True
OUT0028700,STU028700,True,2021.0,2.9,False,<$30K,False
OUT0028701,STU028701,False,,,False,<$30K,False
OUT0028702,STU028702,False,,,True,<$30K,False
OUT0028703,STU028703,False,,,False,<$30K,False
OUT0028704,STU028704,True,2023.0,4.6,True,<$30K,True
OUT0028705,STU028705,False,,,True,<$30K,False
OUT0028706,STU028706,False,,,True,<$30K,False
OUT0028707,STU028707,False,,,True,<$30K,False
OUT0028708,STU028708,True,2019.0,3.93,False,>$100K,False
OUT0028709,STU028709,True,2019.0,2.35,False,$30K-$60K,False
OUT0028710,STU028710,True,2021.0,2.8,True,$60K-$100K,True
OUT0028711,STU028711,True,2020.0,4.75,True,$60K-$100K,True
OUT0028712,STU028712,False,,,False,$30K-$60K,False
OUT0028713,STU028713,True,2023.0,2.95,False,<$30K,False
OUT0028714,STU028714,False,,,True,<$30K,False
OUT0028715,STU028715,False,,,False,$30K-$60K,False
OUT0028716,STU028716,True,2020.0,4.76,True,$30K-$60K,True
OUT0028717,STU028717,True,2024.0,5.39,True,$30K-$60K,True
OUT0028718,STU028718,True,2025.0,4.79,True,$60K-$100K,True
OUT0028719,STU028719,True,2021.0,3.6,True,<$30K,True
OUT0028720,STU028720,True,2021.0,2.39,True,$30K-$60K,True
OUT0028721,STU028721,False,,,False,<$30K,False
OUT0028722,STU028722,False,,,False,<$30K,False
OUT0028723,STU028723,False,,,False,<$30K,False
OUT0028724,STU028724,False,,,True,<$30K,False
OUT0028725,STU028725,False,,,False,<$30K,False
OUT0028726,STU028726,True,2019.0,4.27,False,$30K-$60K,False
OUT0028727,STU028727,True,2024.0,4.67,False,$30K-$60K,False
OUT0028728,STU028728,False,,,False,<$30K,False
OUT0028729,STU028729,False,,,False,<$30K,False
OUT0028730,STU028730,True,2022.0,1.56,True,>$100K,True
OUT0028731,STU028731,True,2021.0,3.73,False,$30K-$60K,False
OUT0028732,STU028732,False,,,False,$30K-$60K,False
OUT0028733,STU028733,False,,,False,$30K-$60K,False
OUT0028734,STU028734,True,2022.0,2.21,False,<$30K,False
OUT0028735,STU028735,True,2021.0,4.9,True,$30K-$60K,True
OUT0028736,STU028736,False,,,True,$30K-$60K,False
OUT0028737,STU028737,False,,,False,<$30K,False
OUT0028738,STU028738,False,,,False,<$30K,False
OUT0028739,STU028739,True,2022.0,3.95,False,<$30K,False
OUT0028740,STU028740,False,,,False,$30K-$60K,False
OUT0028741,STU028741,True,2024.0,1.58,False,$30K-$60K,False
OUT0028742,STU028742,True,2024.0,3.21,False,$60K-$100K,False
OUT0028743,STU028743,True,2019.0,4.58,True,$30K-$60K,True
OUT0028744,STU028744,True,2020.0,4.03,True,$30K-$60K,True
OUT0028745,STU028745,False,,,False,<$30K,False
OUT0028746,STU028746,True,2021.0,5.34,True,$30K-$60K,True
OUT0028747,STU028747,True,2025.0,3.51,False,$60K-$100K,False
OUT0028748,STU028748,True,2025.0,2.3,True,$30K-$60K,True
OUT0028749,STU028749,True,2021.0,5.46,False,$60K-$100K,False
OUT0028750,STU028750,True,2023.0,3.45,True,$60K-$100K,True
OUT0028751,STU028751,False,,,True,$30K-$60K,False
OUT0028752,STU028752,False,,,True,<$30K,False
OUT0028753,STU028753,True,2021.0,5.49,True,$60K-$100K,True
OUT0028754,STU028754,True,2020.0,4.15,True,$30K-$60K,True
OUT0028755,STU028755,False,,,False,<$30K,False
OUT0028756,STU028756,True,2025.0,4.08,False,<$30K,False
OUT0028757,STU028757,False,,,False,<$30K,False
OUT0028758,STU028758,False,,,False,<$30K,False
OUT0028759,STU028759,True,2023.0,3.88,True,$30K-$60K,True
OUT0028760,STU028760,True,2020.0,3.03,True,>$100K,True
OUT0028761,STU028761,True,2025.0,5.18,True,<$30K,True
OUT0028762,STU028762,True,2023.0,3.07,True,>$100K,True
OUT0028763,STU028763,True,2019.0,3.69,True,$30K-$60K,True
OUT0028764,STU028764,False,,,False,$30K-$60K,False
OUT0028765,STU028765,True,2022.0,3.29,True,$30K-$60K,True
OUT0028766,STU028766,False,,,True,$30K-$60K,False
OUT0028767,STU028767,False,,,True,$30K-$60K,False
OUT0028768,STU028768,True,2023.0,4.08,True,$60K-$100K,True
OUT0028769,STU028769,False,,,True,<$30K,False
OUT0028770,STU028770,False,,,False,$30K-$60K,False
OUT0028771,STU028771,True,2022.0,4.26,True,<$30K,True
OUT0028772,STU028772,False,,,False,<$30K,False
OUT0028773,STU028773,False,,,True,$30K-$60K,False
